         17512671 function calls (17373053 primitive calls) in 103.279 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1115(get_tick_padding)
       13    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:445(keys)
       40    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
      508    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1224(score_size)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:185(__init__)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:4028(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:2691(key_press)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:129(__getitem__)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1216(bubble)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:549(anchored)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:177(__call__)
       31    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:2378(get_minpos)
      160    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/cycler.py:371(<genexpr>)
       24    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:644(set_clip_box)
      320    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1142(set_snap)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:1547(_shrink_mask)
      318    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1130(set_url)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:1574(_set_artist_props)
        2    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        9    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_compile.py:376(_mk_bitmap)
      230    0.000    0.000    0.000    0.000 {built-in method math.sin}
      508    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1168(score_variant)
       45    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:460(set_hatch)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_axes.py:230(set_ylabel)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:273(<genexpr>)
       29    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:2020(get_minpos)
      286    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       80    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:1033(_abc_negative_cache_version)
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:289(get_snap_threshold)
       50    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:247(set_antialiased)
       49    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:298(y0)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/mathtext.py:3255(__init__)
      373    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       65    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/posixpath.py:39(_get_sep)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:252(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:25(_get_right)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:86(get)
      108    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:1089(__eq__)
        3    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:310(minimum_fill_value)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1294(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:1754(add_image)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1101(winfo_toplevel)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:29(_get_bottom)
       96    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/cycler.py:138(keys)
       32    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:289(x0)
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:283(get_alt_path)
       22    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:84(opengroup)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:591(deletecommand)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2506(delete)
      230    0.000    0.000    0.000    0.000 {built-in method math.cos}
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2798(xaxis_inverted)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:33(_get_top)
       84    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:859(get_position)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1156(set_verticalalignment)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1049(winfo_rootx)
      206    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     16/8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:1164(__setattr__)
      140    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:1244(SaveModel)
        7    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:978(set_horizontalalignment)
      165    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      124    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_weakrefset.py:52(_commit_removals)
       84    0.000    0.000    0.000    0.000 {built-in method math.floor}
      195    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2129(get_matrix)
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:242(get_joinstyle)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/warnings.py:398(__init__)
        6    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:297(_scalar_fill_value)
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:245(get_capstyle)
      152    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:267(get_rotation_mode)
      226    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:772(get_color)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:2471(key_press_handler)
       23    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/windowing.py:27(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.fromfile}
       12    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/optimize/optimize.py:1841(__init__)
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:277(get_path)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1986(wm_withdraw)
      120    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/fftpack/basic.py:28(_datacopied)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:164(__contains__)
       54    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1320(get_major_locator)
       23    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/windowing.py:30(__del__)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/re.py:324(_subx)
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:598(get_markevery)
      226    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:585(get_wrap)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:396(_get_key)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1858(close_event)
       52    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:379(read_or_stop)
       94    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1556(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cm.py:179(__init__)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:1349(get_data_ratio)
       10    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/codecs.py:318(decode)
        3    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:361(maximum_fill_value)
      124    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1029(set_antialiased)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:1284(<lambda>)
       42    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:293(set_locs)
      230    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:776(flipy)
       13    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:3172(update)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:263(changed)
       72    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:318(<listcomp>)
       45    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:3592(get_fill_value)
       26    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:1280(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_compile.py:378(<listcomp>)
       58    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cm.py:292(get_array)
       35    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:811(__init__)
       73    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       27    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/re.py:314(_compile_repl)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2698(__init__)
      128    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:550(set_useMathText)
       35    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:148(current_key_axes)
       20    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:161(__call__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/posixpath.py:142(basename)
       24    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:342(_escape)
        6    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:670(getdata)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:38(__init__)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:122(<listcomp>)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1448(__init__)
       21    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cm.py:385(changed)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2279(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:876(parse_template)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/posixpath.py:119(splitext)
      9/1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/ast.py:51(_convert)
       33    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:1360(getmask)
      110    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1481(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:444(_check_fill_value)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1161(__init__)
       48    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:982(minposy)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1018(set)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/scale.py:536(get_scale_names)
       91    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/os.py:742(encode)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:124(<listcomp>)
       23    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/_pylab_helpers.py:119(get_active)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:481(<listcomp>)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2280(<listcomp>)
       96    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1447(_update_axisinfo)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
       36    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1211(clear)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2429(get_label)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:74(__init__)
      106    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/spines.py:158(get_path)
      105    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      124    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:548(get_sketch_params)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:447(set_tight_layout)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:580(set_window_title)
       20    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_collections_abc.py:72(_check_methods)
        7    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/__init__.py:275(report)
       39    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:230(add_whitespace)
       46    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:978(minposx)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:257(locally_modified_subplot_params)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/projections/__init__.py:52(get_projection_class)
        5    0.000    0.000    0.000    0.000 {method 'globalunsetvar' of '_tkinter.tkapp' objects}
       15    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1165(__call__)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2272(index_of)
       24    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:532(_update_clip_properties)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:1320(set_anchor)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:122(_update_methods)
      154    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/copyreg.py:87(__newobj__)
      160    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:249(__hash__)
       15    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1140(__init__)
       21    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:1245(get_aspect)
       29    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1481(have_units)
       70    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:3497(__str__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/format.py:256(header_data_from_array_1_0)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/pyplot.py:599(get_fignums)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:382(get_geometry)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:828(fix_flags)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1423(is_dashed)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:48(get_geometry)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:1596(tick_values)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:436(__eq__)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:420(size)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:748(get_size_inches)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       16    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:487(update)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:935(get_zorder)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cm.py:141(get_cmap)
       26    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:914(get_axes_locator)
       72    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:321(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:356(remove)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/ctypes/__init__.py:358(__getattr__)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:240(default_fill_value)
      102    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1307(depth)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:253(set_alpha)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2773(set_axis_on)
        5    0.000    0.000    0.000    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/os.py:746(decode)
